City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
261,Sterling,US,2023-01-29 16:22:45,39.0062,-77.4286,49.55,59,75,11.5,broken clouds
262,Flinders,AU,2023-01-29 16:22:59,-34.5833,150.8552,75.18,91,100,5.99,overcast clouds
263,Roseburg,US,2023-01-29 16:19:35,43.2165,-123.3417,32.34,73,0,10.36,clear sky
264,Olinda,BR,2023-01-29 16:21:35,-8.0089,-34.8553,83.93,61,75,10.36,broken clouds
265,Moses Lake,US,2023-01-29 16:22:59,47.1301,-119.2781,19.76,42,100,12.66,overcast clouds
266,Tezu,IN,2023-01-29 16:23:00,27.9167,96.1667,65.95,35,5,4.76,clear sky
267,Marsa Matruh,EG,2023-01-29 16:23:00,31.3525,27.2453,60.84,61,0,10.16,clear sky
268,Cockburn Town,TC,2023-01-29 16:23:00,21.4612,-71.1419,80.56,54,40,16.11,scattered clouds
269,Praia Da Vitoria,PT,2023-01-29 16:23:01,38.7333,-27.0667,62.76,72,40,11.18,scattered clouds
270,Eyl,SO,2023-01-29 16:23:01,7.9803,49.8164,75.49,74,0,22.88,clear sky
271,Leningradskiy,RU,2023-01-29 16:23:03,69.3833,178.4167,2.21,86,4,4.38,clear sky
272,Bathsheba,BB,2023-01-29 16:23:04,13.2167,-59.5167,83.01,54,20,13.8,few clouds
273,Torbay,CA,2023-01-29 16:23:05,47.6666,-52.7314,38.5,83,75,25.32,light rain
274,Boddam,GB,2023-01-29 16:24:05,57.4667,-1.7833,48.58,82,100,24.27,overcast clouds
275,Norman Wells,CA,2023-01-29 16:23:14,65.282,-126.8329,15.84,86,100,11.5,light snow
276,Boguchany,RU,2023-01-29 16:24:08,58.3814,97.4531,12.92,89,100,9.51,overcast clouds
277,Walcz,PL,2023-01-29 16:24:09,53.2779,16.4712,33.06,98,100,12.59,overcast clouds
278,Quelimane,MZ,2023-01-29 16:24:10,-17.8786,36.8883,85.95,84,20,10.36,few clouds
279,Nedjo,ET,2023-01-29 16:24:12,9.5046,35.5019,69.08,25,50,4.56,scattered clouds
280,Ambilobe,MG,2023-01-29 16:24:14,-13.2,49.05,77.81,87,43,3.83,scattered clouds
281,Luganville,VU,2023-01-29 16:24:16,-15.5333,167.1667,79.83,85,98,3.04,overcast clouds
282,Margate,GB,2023-01-29 16:24:18,51.3813,1.3862,45.9,83,90,4.0,overcast clouds
283,Ngunguru,NZ,2023-01-29 16:24:20,-35.6167,174.5,68.16,93,100,18.16,heavy intensity rain
284,Lubana,LV,2023-01-29 16:24:20,56.9,26.7167,32.09,98,100,8.25,overcast clouds
285,Port Hedland,AU,2023-01-29 16:24:22,-20.3167,118.5667,82.45,89,91,2.3,overcast clouds
286,Dikson,RU,2023-01-29 16:24:25,73.5069,80.5464,-28.19,97,18,4.23,few clouds
287,Antanifotsy,MG,2023-01-29 16:24:25,-19.65,47.3167,62.56,86,81,5.44,broken clouds
288,Keuruu,FI,2023-01-29 16:24:26,62.2667,24.7,30.38,84,100,9.8,overcast clouds
289,Pangody,RU,2023-01-29 16:24:27,65.85,74.4859,-25.01,100,67,3.8,broken clouds
290,Karpogory,RU,2023-01-29 16:21:12,64.0019,44.4451,16.52,92,99,10.04,overcast clouds
291,Khorixas,NA,2023-01-29 16:24:28,-20.3667,14.9667,86.27,28,13,18.21,few clouds
292,Nipawin,CA,2023-01-29 16:24:29,53.3668,-104.0009,-18.36,63,0,14.97,clear sky
293,Hamina,FI,2023-01-29 16:24:31,60.5697,27.1979,33.08,91,100,15.05,overcast clouds
294,Klyuchi,RU,2023-01-29 16:24:32,52.2667,79.1667,4.89,98,88,7.27,overcast clouds
295,Koumac,NC,2023-01-29 16:24:33,-20.5667,164.2833,75.99,85,85,9.55,overcast clouds
296,Miraflores,MX,2023-01-29 16:24:33,19.2167,-98.8083,63.03,32,0,3.58,clear sky
297,Kropotkin,RU,2023-01-29 16:24:34,45.4375,40.5756,40.68,70,100,6.89,overcast clouds
298,Belaya Gora,RU,2023-01-29 16:24:36,68.5333,146.4167,-40.52,100,39,3.27,scattered clouds
299,Aquiraz,BR,2023-01-29 16:24:36,-3.9014,-38.3911,93.45,54,2,12.46,clear sky
300,Kampli,IN,2023-01-29 16:24:37,15.4,76.6167,73.72,54,27,10.04,scattered clouds
301,Presidencia Roque Saenz Pena,AR,2023-01-29 16:24:39,-26.7852,-60.4388,104.09,23,10,2.84,clear sky
302,Ostrovnoy,RU,2023-01-29 16:21:13,68.0531,39.5131,23.79,89,64,22.24,broken clouds
303,Puri,IN,2023-01-29 16:24:40,19.8,85.85,72.12,76,0,8.75,clear sky
304,Pryazha,RU,2023-01-29 16:24:41,61.6926,33.6216,29.43,92,100,10.96,overcast clouds
305,Bekovo,RU,2023-01-29 16:24:42,52.4663,43.712,20.91,97,100,7.58,light snow
306,Avera,US,2023-01-29 16:24:42,33.194,-82.5271,51.85,72,98,4.83,overcast clouds
307,Duncanville,US,2023-01-29 16:24:43,32.6518,-96.9083,45.12,89,100,19.57,mist
308,Cap Malheureux,MU,2023-01-29 16:24:43,-19.9842,57.6142,82.47,79,100,4.03,overcast clouds
309,Puro,PH,2023-01-29 16:24:43,12.4841,123.3827,76.23,87,100,15.9,overcast clouds
310,Kitimat,CA,2023-01-29 16:21:42,54.0524,-128.6534,21.9,73,5,4.99,clear sky
311,Salamiyah,SY,2023-01-29 16:24:44,35.0113,37.0532,52.83,70,77,4.38,broken clouds
312,Puerto Escondido,MX,2023-01-29 16:24:44,15.85,-97.0667,85.03,74,0,6.91,clear sky
313,Karratha,AU,2023-01-29 16:24:44,-20.7377,116.8463,86.36,51,85,9.28,overcast clouds
314,Puerto Montt,CL,2023-01-29 16:22:53,-41.4698,-72.9447,68.83,73,75,11.5,broken clouds
315,Filingue,NE,2023-01-29 16:24:45,14.3521,3.3168,88.97,5,98,9.48,overcast clouds
316,Klaksvik,FO,2023-01-29 16:24:45,62.2266,-6.589,40.12,76,77,41.54,light rain
317,Port Macquarie,AU,2023-01-29 16:24:46,-31.4333,152.9167,73.89,88,100,6.76,moderate rain
318,Lavrentiya,RU,2023-01-29 16:24:46,65.5833,-171.0,23.29,90,100,8.63,overcast clouds
319,Omsukchan,RU,2023-01-29 16:24:46,62.5333,155.8,-1.68,98,100,12.35,light snow
320,Dafeng,CN,2023-01-29 16:24:47,23.4517,108.5881,55.53,33,5,2.44,clear sky
321,Avanigadda,IN,2023-01-29 16:24:47,16.0215,80.9181,72.97,84,6,7.25,clear sky
322,Buraydah,SA,2023-01-29 16:25:47,26.326,43.975,66.65,40,32,5.5,scattered clouds
323,Golovino,RU,2023-01-29 16:25:48,55.9613,40.4251,20.7,94,100,8.08,overcast clouds
324,Nemuro,JP,2023-01-29 16:25:48,43.3236,145.575,20.68,57,16,8.77,few clouds
325,Namibe,AO,2023-01-29 16:25:48,-15.1961,12.1522,77.16,79,99,10.94,overcast clouds
326,Tiarei,PF,2023-01-29 16:25:49,-17.5333,-149.3333,75.22,75,7,9.37,clear sky
327,Ruidoso,US,2023-01-29 16:25:49,33.3317,-105.673,44.26,40,0,24.16,clear sky
328,Suileng,CN,2023-01-29 16:25:49,47.25,127.0833,-11.94,100,93,3.36,overcast clouds
329,Camalu,MX,2023-01-29 16:25:50,30.85,-116.0667,53.17,76,67,5.28,broken clouds
330,Pyshchug,RU,2023-01-29 16:25:50,58.8873,45.7134,19.02,94,100,8.43,overcast clouds
331,Yumen,CN,2023-01-29 16:25:50,40.2833,97.2,22.32,27,90,2.93,overcast clouds
332,Kupang,ID,2023-01-29 16:25:51,-10.1667,123.5833,78.35,87,96,3.94,overcast clouds
333,Singaparna,ID,2023-01-29 16:25:51,-7.3515,108.111,71.69,93,99,2.82,overcast clouds
334,Warangal,IN,2023-01-29 16:25:52,18.0,79.5833,74.62,48,10,11.03,clear sky
335,Zhezkazgan,KZ,2023-01-29 16:25:52,47.8043,67.7144,-5.04,96,5,5.77,clear sky
336,Matara,LK,2023-01-29 16:25:52,5.9485,80.5353,73.63,82,0,1.66,clear sky
337,Kaifeng,CN,2023-01-29 16:25:53,34.7911,114.3483,39.54,22,0,7.05,clear sky
338,Mitsamiouli,KM,2023-01-29 16:25:53,-11.3847,43.2844,81.36,79,42,5.84,scattered clouds
339,Storforshei,NO,2023-01-29 16:25:53,66.4043,14.5233,33.58,80,75,12.66,light snow
340,Lafayette,US,2023-01-29 16:25:54,30.2335,-92.0668,64.53,98,100,3.0,mist
341,Santa Rosa,PH,2023-01-29 16:25:54,14.3122,121.1114,76.98,82,48,12.26,scattered clouds
342,Kabompo,ZM,2023-01-29 16:25:54,-13.5927,24.2008,68.74,88,98,5.93,overcast clouds
343,Ambon,ID,2023-01-29 16:25:55,-3.6954,128.1814,79.23,14,40,6.91,scattered clouds
344,Awjilah,LY,2023-01-29 16:25:55,29.1081,21.2869,61.16,37,0,10.09,clear sky
345,Chaman,PK,2023-01-29 16:25:55,30.9236,66.4512,36.12,80,91,2.55,overcast clouds
346,Siuna,NI,2023-01-29 16:25:56,13.7332,-84.7773,80.49,62,76,6.8,broken clouds
347,Faya,SA,2023-01-29 16:25:56,18.3851,42.4509,59.11,72,40,4.45,scattered clouds
348,Cayenne,GF,2023-01-29 16:25:56,4.9333,-52.3333,82.44,65,100,9.22,overcast clouds
349,Pudozh,RU,2023-01-29 16:25:57,61.8099,36.5345,26.33,94,100,9.33,overcast clouds
350,Kuala Selangor,MY,2023-01-29 16:25:57,3.35,101.25,80.8,79,97,7.18,overcast clouds
351,La Libertad,EC,2023-01-29 16:25:57,-2.2333,-80.9,85.66,66,0,8.05,clear sky
352,Valparaiso,CL,2023-01-29 16:22:47,-33.0393,-71.6273,67.64,77,75,12.66,broken clouds
353,Severo-Kurilsk,RU,2023-01-29 16:25:58,50.6789,156.125,25.45,75,100,30.56,overcast clouds
354,Drumheller,CA,2023-01-29 16:25:58,51.4617,-112.7101,-3.95,90,100,7.07,overcast clouds
355,Ilo,PE,2023-01-29 16:25:58,-17.6394,-71.3375,74.12,79,60,6.53,broken clouds
356,Orlik,RU,2023-01-29 16:25:59,52.5178,99.825,-4.74,88,100,2.82,overcast clouds
357,Elizabeth City,US,2023-01-29 16:25:59,36.2946,-76.2511,59.02,56,0,10.36,clear sky
358,Aykhal,RU,2023-01-29 16:26:00,66.0,111.5,-29.85,100,94,4.59,overcast clouds
359,Zlobin,HR,2023-01-29 16:26:00,45.2924,14.6541,33.1,60,0,6.91,clear sky
360,Chimbote,PE,2023-01-29 16:26:00,-9.0853,-78.5783,75.63,68,85,7.92,overcast clouds
361,Berlevag,NO,2023-01-29 16:26:01,70.8578,29.0864,35.6,87,88,27.63,light snow
362,Willmar,US,2023-01-29 16:21:44,45.1219,-95.0433,-2.25,71,0,9.22,clear sky
363,Deputatskiy,RU,2023-01-29 16:26:01,69.3,139.9,-40.38,97,18,4.27,few clouds
364,Ust-Nera,RU,2023-01-29 16:26:01,64.5667,143.2,-36.71,99,46,1.79,scattered clouds
365,Mana,GF,2023-01-29 16:26:02,5.6592,-53.7767,78.15,82,71,7.96,broken clouds
366,Matane,CA,2023-01-29 16:27:02,48.8286,-67.522,4.51,82,91,7.47,overcast clouds
367,Almaznyy,RU,2023-01-29 16:27:02,48.0448,40.045,32.65,85,100,7.49,overcast clouds
368,Igarka,RU,2023-01-29 16:24:26,67.4667,86.5833,-1.26,97,95,5.08,overcast clouds
369,Ransang,PH,2023-01-29 16:27:03,8.9603,117.5828,77.5,84,77,4.54,broken clouds
370,Luena,AO,2023-01-29 16:27:03,-11.7833,19.9167,71.56,74,97,3.85,light rain
371,Kodinsk,RU,2023-01-29 16:27:04,58.6881,99.1844,13.71,91,100,9.22,overcast clouds
372,Urumqi,CN,2023-01-29 16:27:04,43.801,87.6005,-4.85,78,75,2.24,mist
373,Riyadh,SA,2023-01-29 16:24:12,24.6877,46.7219,66.34,38,4,4.74,clear sky
374,Marshall,US,2023-01-29 16:27:04,34.3834,-86.3333,49.93,66,100,4.61,light rain
375,Karlstad,SE,2023-01-29 16:27:05,59.3793,13.5036,41.56,81,100,16.11,light rain
376,Viedma,AR,2023-01-29 16:27:05,-40.8135,-62.9967,99.09,14,0,16.82,clear sky
377,Vao,NC,2023-01-29 16:27:05,-22.6667,167.4833,76.15,76,93,8.28,overcast clouds
378,Harnosand,SE,2023-01-29 16:27:06,62.6323,17.9379,33.82,86,100,14.79,overcast clouds
379,Samarai,PG,2023-01-29 16:27:06,-10.6167,150.6667,82.96,79,96,10.27,overcast clouds
380,Batticaloa,LK,2023-01-29 16:27:07,7.7102,81.6924,76.73,80,100,4.72,overcast clouds
381,La Ronge,CA,2023-01-29 16:27:07,55.1001,-105.2842,-19.95,63,40,12.66,scattered clouds
382,Meulaboh,ID,2023-01-29 16:27:07,4.1363,96.1285,78.17,86,97,2.42,overcast clouds
383,Kailua,US,2023-01-29 16:27:08,21.4022,-157.7394,71.58,89,100,4.0,moderate rain
384,San Patricio,US,2023-01-29 16:27:08,28.017,-97.5169,72.91,84,100,11.16,overcast clouds
385,Catalina,US,2023-01-29 16:27:08,32.5056,-110.9211,54.82,23,0,1.01,clear sky
386,Santa Maria,BR,2023-01-29 16:27:09,-29.6842,-53.8069,85.3,58,40,6.91,scattered clouds
387,Conde,BR,2023-01-29 16:27:09,-7.2597,-34.9075,87.26,55,40,13.8,scattered clouds
388,Sattahip,TH,2023-01-29 16:27:09,12.6664,100.9007,80.98,53,71,10.36,broken clouds
389,Rawlins,US,2023-01-29 16:25:46,41.7911,-107.2387,-2.31,71,100,9.53,light snow
390,Scarborough,GB,2023-01-29 16:24:28,54.2797,-0.4044,46.65,87,99,13.0,overcast clouds
391,Labe,GN,2023-01-29 16:27:10,11.3182,-12.2833,88.5,13,27,1.97,scattered clouds
392,Petropavlovka,RU,2023-01-29 16:27:10,50.6114,105.3196,1.6,94,100,2.24,overcast clouds
393,Port Blair,IN,2023-01-29 16:27:11,11.6667,92.75,80.64,74,40,9.22,haze
394,Aasiaat,GL,2023-01-29 16:27:11,68.7098,-52.8699,-0.6,77,88,19.57,overcast clouds
395,Xuddur,SO,2023-01-29 16:27:11,4.1213,43.8894,83.59,29,39,10.71,scattered clouds
396,Sept-Iles,CA,2023-01-29 16:25:30,50.2001,-66.3821,1.06,58,20,12.66,few clouds
397,Kaohsiung,TW,2023-01-29 16:26:58,22.6163,120.3133,58.95,74,20,5.75,few clouds
398,Biltine,TD,2023-01-29 16:27:12,14.5333,20.9167,93.34,9,97,7.45,overcast clouds
399,Medicine Hat,CA,2023-01-29 16:27:01,50.0501,-110.6683,-0.27,70,100,11.5,overcast clouds
400,Constitucion,CL,2023-01-29 16:27:12,-35.3333,-72.4167,68.9,66,10,9.31,clear sky
401,Polunochnoye,RU,2023-01-29 16:27:12,60.8697,60.4153,10.09,86,100,5.41,overcast clouds
402,Norsup,VU,2023-01-29 16:27:13,-16.0667,167.3833,81.14,82,90,7.34,overcast clouds
403,Goderich,CA,2023-01-29 16:23:48,43.7501,-81.7165,29.91,86,100,10.36,overcast clouds
404,Vila Velha,BR,2023-01-29 16:27:13,-20.3297,-40.2925,87.75,73,40,17.27,scattered clouds
405,Orichi,RU,2023-01-29 16:27:13,58.4036,49.0572,16.63,93,98,10.78,light snow
406,Cururupu,BR,2023-01-29 16:27:14,-1.8283,-44.8683,85.6,62,93,6.49,overcast clouds
407,Nola,IT,2023-01-29 16:27:14,40.922,14.5329,50.41,72,12,5.99,few clouds
408,Vadso,NO,2023-01-29 16:27:14,70.0744,29.7487,32.16,74,75,29.93,broken clouds
409,Szentlorinc,HU,2023-01-29 16:27:15,46.0402,17.9872,32.88,73,21,5.68,few clouds
410,Vicosa Do Ceara,BR,2023-01-29 16:27:15,-3.5622,-41.0922,84.29,44,25,6.73,scattered clouds
411,Staryy Nadym,RU,2023-01-29 16:27:15,65.6118,72.6842,-24.59,100,24,3.36,few clouds
412,Grand Gaube,MU,2023-01-29 16:27:16,-20.0064,57.6608,82.38,79,100,4.38,overcast clouds
413,Kainantu,PG,2023-01-29 16:28:16,-6.2887,145.8655,60.66,98,92,0.47,overcast clouds
414,Gondanglegi,ID,2023-01-29 16:28:17,-7.7479,112.0132,75.4,91,100,0.94,overcast clouds
415,Inhambane,MZ,2023-01-29 16:28:17,-23.865,35.3833,84.18,70,20,6.91,few clouds
416,Nanortalik,GL,2023-01-29 16:28:17,60.1432,-45.2371,25.45,69,100,4.38,overcast clouds
417,Buta,CD,2023-01-29 16:28:17,2.7858,24.73,81.81,51,87,3.04,overcast clouds
418,Sahuaripa,MX,2023-01-29 16:28:18,29.05,-109.2333,60.03,61,9,3.27,clear sky
419,Zambezi,ZM,2023-01-29 16:28:18,-13.5432,23.1047,70.88,89,100,4.65,moderate rain
420,Vanavara,RU,2023-01-29 16:28:19,60.34,102.2797,11.46,97,100,3.6,light snow
421,Caala,AO,2023-01-29 16:28:19,-12.8525,15.5606,61.2,90,100,0.58,light rain
422,Andenes,NO,2023-01-29 16:28:19,69.3143,16.1194,29.93,80,75,5.75,broken clouds
423,Zabol,AF,2023-01-29 16:28:20,32.25,67.25,28.96,98,100,10.78,light snow
424,Duldurga,RU,2023-01-29 16:28:20,50.6761,113.5931,-3.32,99,34,2.66,scattered clouds
425,Potsdam,DE,2023-01-29 16:28:20,52.3989,13.0657,36.18,92,100,1.99,overcast clouds
426,Vwawa,TZ,2023-01-29 16:28:21,-9.1167,32.9333,63.84,91,48,3.83,moderate rain
427,Kholmogory,RU,2023-01-29 16:28:21,64.2229,41.656,21.29,93,100,9.4,overcast clouds
428,Alice Springs,AU,2023-01-29 16:28:21,-23.7,133.8833,74.75,94,75,6.91,light rain
429,Awbari,LY,2023-01-29 16:28:22,26.5921,12.7805,59.38,22,3,9.26,clear sky
430,Ust-Omchug,RU,2023-01-29 16:28:22,61.15,149.6333,-14.12,99,100,6.64,light snow
431,Winnemucca,US,2023-01-29 16:28:22,40.973,-117.7357,25.45,79,100,14.0,overcast clouds
432,Ojinaga,MX,2023-01-29 16:28:23,29.5667,-104.4167,65.57,45,0,0.0,clear sky
433,Yerbogachen,RU,2023-01-29 16:28:23,61.2767,108.0108,3.24,97,100,5.3,light snow
434,Bairiki,KI,2023-01-29 16:28:23,1.3292,172.9752,82.4,83,20,16.11,light rain
435,Harper,LR,2023-01-29 16:28:24,4.375,-7.7169,82.29,72,100,5.95,light rain
436,Asyut,EG,2023-01-29 16:28:24,27.181,31.1837,73.63,21,50,8.28,scattered clouds
437,Labuhan,ID,2023-01-29 16:28:24,-6.8844,112.2051,78.22,86,100,5.06,light rain
438,Namatanai,PG,2023-01-29 16:28:25,-3.6667,152.4333,79.99,81,48,5.91,scattered clouds
439,Apostolove,UA,2023-01-29 16:28:25,47.66,33.7137,30.94,79,87,9.57,overcast clouds
440,Carballo,ES,2023-01-29 16:28:25,43.213,-8.691,54.75,68,5,9.6,clear sky
441,Eureka,US,2023-01-29 16:26:55,40.8021,-124.1637,42.21,97,32,1.01,scattered clouds
442,Eenhana,NA,2023-01-29 16:28:26,-17.4667,16.3333,86.61,35,33,6.8,scattered clouds
443,Clyde River,CA,2023-01-29 16:28:26,70.4692,-68.5914,-27.85,92,32,2.39,scattered clouds
444,San Carlos De Bariloche,AR,2023-01-29 16:28:26,-41.1456,-71.3082,91.44,23,0,6.91,clear sky
445,Zhuhai,CN,2023-01-29 16:28:27,22.2769,113.5678,55.85,50,0,6.91,clear sky
446,Tashtyp,RU,2023-01-29 16:28:27,52.7939,89.8983,17.69,76,97,12.71,overcast clouds
447,Pangkalanbuun,ID,2023-01-29 16:28:28,-2.6833,111.6167,75.2,93,100,3.27,overcast clouds
448,Ancud,CL,2023-01-29 16:28:28,-41.8697,-73.8203,65.84,77,37,7.07,scattered clouds
449,De-Kastri,RU,2023-01-29 16:28:28,51.4667,140.7833,-18.78,98,14,6.17,few clouds
450,Buala,SB,2023-01-29 16:28:29,-8.145,159.5921,77.2,91,100,5.5,moderate rain
451,Boa Vista,BR,2023-01-29 16:28:29,2.8197,-60.6733,87.78,45,20,11.5,few clouds
452,Labrea,BR,2023-01-29 16:28:30,-7.2586,-64.7981,72.61,99,100,3.85,overcast clouds
453,Saint-Leu,RE,2023-01-29 16:28:30,-21.15,55.2833,83.26,82,95,8.23,overcast clouds
454,Zetel,DE,2023-01-29 16:28:30,53.4022,7.9645,40.95,96,100,8.99,overcast clouds
455,Satipo,PE,2023-01-29 16:28:31,-11.2522,-74.6386,81.73,61,100,2.46,light rain
456,Lewistown,US,2023-01-29 16:28:31,40.5992,-77.5714,45.34,87,0,4.61,clear sky
457,Maromitsa,RU,2023-01-29 16:28:31,59.8683,48.0123,14.77,92,100,9.62,overcast clouds
458,Shenjiamen,CN,2023-01-29 16:28:32,29.9576,122.298,44.56,50,0,8.25,clear sky
459,Illela,NG,2023-01-29 16:28:32,13.7292,5.2975,92.34,7,100,9.33,overcast clouds
460,Pagudpud,PH,2023-01-29 16:29:32,18.5616,120.7868,69.78,85,100,17.74,overcast clouds
461,Bilma,NE,2023-01-29 16:29:32,18.6853,12.9164,84.38,10,36,3.87,scattered clouds
462,Seoul,KR,2023-01-29 16:28:14,37.5683,126.9778,31.39,61,0,4.61,clear sky
463,Vestmannaeyjar,IS,2023-01-29 16:29:33,63.4427,-20.2734,36.59,93,40,10.36,scattered clouds
464,Kawalu,ID,2023-01-29 16:29:33,-7.3817,108.2082,72.46,93,99,2.48,overcast clouds
465,Paranga,RU,2023-01-29 16:29:34,56.7039,49.4047,8.85,96,96,9.08,overcast clouds
466,Saint Anthony,US,2023-01-29 16:29:34,45.0205,-93.218,1.45,71,0,10.36,clear sky
467,Tual,ID,2023-01-29 16:29:34,-5.6667,132.75,82.47,77,100,7.94,overcast clouds
468,Concepcion Del Oro,MX,2023-01-29 16:29:35,24.6333,-101.4167,57.92,41,49,4.09,scattered clouds
469,Korem,ET,2023-01-29 16:29:35,12.5058,39.5228,58.12,67,82,8.25,broken clouds
470,General Salgado,BR,2023-01-29 16:29:35,-20.6483,-50.3606,83.07,63,46,6.15,scattered clouds
471,Jieshi,CN,2023-01-29 16:29:36,22.8134,115.8257,54.72,52,31,11.36,scattered clouds
472,Saint-Pierre,RE,2023-01-29 16:28:21,-21.3393,55.4781,83.88,70,0,10.36,clear sky
473,Ruteng,ID,2023-01-29 16:29:36,-8.6136,120.4721,64.49,94,100,0.76,overcast clouds
474,Padang,ID,2023-01-29 16:29:36,-0.9492,100.3543,77.05,88,100,5.91,overcast clouds
475,Bandarbeyla,SO,2023-01-29 16:29:37,9.4942,50.8122,75.87,69,12,21.27,few clouds
476,Abaza,RU,2023-01-29 16:29:37,52.655,90.0928,15.08,88,99,5.77,overcast clouds
477,Sao Joao Da Barra,BR,2023-01-29 16:29:37,-21.6403,-41.0511,87.89,81,99,13.15,overcast clouds
478,Te Anau,NZ,2023-01-29 16:29:38,-45.4167,167.7167,49.93,65,76,0.56,broken clouds
479,Raudeberg,NO,2023-01-29 16:29:38,61.9875,5.1352,45.27,1,100,40.15,overcast clouds
480,Aitape,PG,2023-01-29 16:29:38,-3.1374,142.3475,77.9,85,59,2.51,broken clouds
481,Washington,US,2023-01-29 16:29:39,47.5001,-120.5015,19.98,62,53,1.57,broken clouds
482,Kutum,SD,2023-01-29 16:29:39,14.2,24.6667,82.22,10,54,6.24,broken clouds
483,Katangli,RU,2023-01-29 16:29:39,51.7102,143.2326,-13.41,90,10,14.56,clear sky
484,Ranau,MY,2023-01-29 16:29:40,5.9538,116.6641,70.23,98,93,1.59,light rain
485,Cherskiy,RU,2023-01-29 16:29:40,68.75,161.3,-19.37,99,72,3.74,broken clouds
486,Kavaratti,IN,2023-01-29 16:29:40,10.5669,72.642,80.74,69,38,10.6,scattered clouds
487,Kendari,ID,2023-01-29 16:29:23,-3.945,122.4989,75.85,91,91,1.57,overcast clouds
488,Tomatlan,MX,2023-01-29 16:29:41,19.9333,-105.25,82.65,33,5,0.69,clear sky
489,Port Hardy,CA,2023-01-29 16:29:41,50.6996,-127.4199,24.98,93,20,4.61,few clouds
490,Tiznit,MA,2023-01-29 16:29:41,29.5833,-9.5,60.26,26,0,2.35,clear sky
491,Venezuela,VE,2023-01-29 16:27:22,8.0,-66.0,87.94,34,51,14.9,broken clouds
492,Jalu,LY,2023-01-29 16:29:42,29.0331,21.5482,61.36,39,0,9.71,clear sky
493,Osmena,PH,2023-01-29 16:29:42,10.5208,119.9258,79.11,82,88,24.83,overcast clouds
494,Tanhacu,BR,2023-01-29 16:29:43,-14.0214,-41.2481,86.45,43,0,7.99,clear sky
495,Trapani,IT,2023-01-29 16:29:43,37.8333,12.6667,53.69,82,20,2.3,few clouds
496,Rawson,AR,2023-01-29 16:29:43,-43.3002,-65.1023,85.12,31,0,3.4,clear sky
497,Port Moresby,PG,2023-01-29 16:29:44,-9.4431,147.1797,76.42,94,40,4.61,light rain
498,Komsomolskiy,UZ,2023-01-29 16:29:44,40.4272,71.7189,30.92,74,100,4.61,mist
499,Saint-Augustin,CA,2023-01-29 16:29:44,51.226,-58.6502,7.03,72,26,20.2,scattered clouds
500,Yeppoon,AU,2023-01-29 16:29:45,-23.1333,150.7333,71.38,80,97,6.31,overcast clouds
501,Khudumelapye,BW,2023-01-29 16:29:45,-23.8833,24.75,91.67,21,80,9.17,broken clouds
502,Haines Junction,CA,2023-01-29 16:29:45,60.7522,-137.5108,-1.21,100,82,1.79,broken clouds
503,Araouane,ML,2023-01-29 16:29:46,18.9048,-3.5265,72.93,9,47,4.09,scattered clouds
504,Torrelavega,ES,2023-01-29 16:29:46,43.3494,-4.0479,49.05,66,93,3.4,overcast clouds
505,Umm Lajj,SA,2023-01-29 16:29:46,25.0213,37.2685,76.48,61,8,4.38,clear sky
506,San Joaquin,US,2023-01-29 16:29:47,37.9333,-121.3011,48.36,87,100,6.91,overcast clouds
507,Gobabis,NA,2023-01-29 16:29:47,-22.45,18.9667,90.16,22,65,5.95,broken clouds
508,Zhanaozen,KZ,2023-01-29 16:29:47,43.3,52.8,29.16,46,3,11.34,clear sky
509,Okha,RU,2023-01-29 16:30:48,53.5739,142.9478,-15.14,93,81,17.16,broken clouds
510,Dourbali,TD,2023-01-29 16:30:48,11.8091,15.8632,90.68,10,82,8.59,broken clouds
511,Tabou,CI,2023-01-29 16:30:48,4.423,-7.3528,82.0,74,100,7.87,overcast clouds
512,Sao Jose Da Coroa Grande,BR,2023-01-29 16:30:49,-8.8978,-35.1478,84.02,61,34,10.67,scattered clouds
513,Rudsar,IR,2023-01-29 16:30:49,37.1376,50.288,49.98,82,41,5.55,scattered clouds
514,Wagar,SD,2023-01-29 16:30:50,16.1525,36.2032,84.22,33,50,11.16,scattered clouds
515,Zakamensk,RU,2023-01-29 16:30:50,50.3741,103.2863,-2.61,96,99,3.53,overcast clouds
516,Beidao,CN,2023-01-29 16:30:50,34.5686,105.8933,33.66,39,0,3.38,clear sky
517,Nhulunbuy,AU,2023-01-29 16:30:51,-12.2333,136.7667,79.41,89,99,5.75,overcast clouds
518,Columbus,US,2023-01-29 16:28:12,39.9612,-82.9988,44.06,94,100,11.5,mist
519,Cherlak,RU,2023-01-29 16:30:51,54.155,74.8055,2.46,98,53,8.1,broken clouds
520,San Pedro,PH,2023-01-29 16:30:51,14.35,121.0167,76.23,77,20,3.44,few clouds
521,Qui Nhon,VN,2023-01-29 16:30:52,13.7667,109.2333,68.04,72,98,22.93,overcast clouds
522,Homer,US,2023-01-29 16:27:02,59.6425,-151.5483,35.47,88,100,5.75,overcast clouds
523,Sorland,NO,2023-01-29 16:30:52,67.667,12.6934,35.46,83,100,23.44,light rain
524,Broken Hill,AU,2023-01-29 16:30:53,-31.95,141.4333,68.18,87,100,10.16,overcast clouds
